iter	Logloss
562	0.0448233433
563	0.04473204156
564	0.04462075888
565	0.04451368766
566	0.04438748734
567	0.0442596125
568	0.04415007821
569	0.04401802389
570	0.0439228583
571	0.04381167282
572	0.04369806338
573	0.043604319
574	0.04353127748
575	0.04337281828
576	0.04329901089
577	0.04315267071
578	0.04307154479
579	0.04297970205
580	0.04285467471
581	0.04272987793
582	0.04262329023
583	0.04249507569
584	0.04236182841
585	0.04223458756
586	0.04215828175
587	0.04204449854
588	0.04195091428
589	0.04180042973
590	0.04172230971
591	0.04163747857
592	0.04153283301
593	0.04144813396
594	0.04133049104
595	0.04121558079
596	0.0411252788
597	0.04102448037
598	0.040896558
599	0.04077852183
600	0.04068589971
601	0.04058900242
602	0.04044758622
603	0.04033281582
604	0.04023014424
605	0.04009731388
606	0.04003020242
607	0.03993381031
608	0.0398187529
609	0.039708949
610	0.03961125881
611	0.03950470805
612	0.03937751152
613	0.03930668334
614	0.03920109519
615	0.03912401221
616	0.03901887198
617	0.03894777776
618	0.03884537966
619	0.03875172803
620	0.03865770602
621	0.03857882975
622	0.03850291307
623	0.03841457382
624	0.03833112935
625	0.0382464703
626	0.03815068222
627	0.03808122645
628	0.03795164794
629	0.03784963299
630	0.03776414303
631	0.03766543175
632	0.03758680719
633	0.03749937468
634	0.03743042134
635	0.03735078498
636	0.03729022458
637	0.03719845539
638	0.03710092571
639	0.0370993895
640	0.0369774812
641	0.03689536799
642	0.03684673853
643	0.03675510007
644	0.03666691232
645	0.03659640616
646	0.03649837533
647	0.03639861032
648	0.03633324132
649	0.03622610059
650	0.03614406524
651	0.0360534478
652	0.03594637419
653	0.03587673189
654	0.03578300783
655	0.03567567568
656	0.03558337348
657	0.03551365357
658	0.03543864792
659	0.03535174598
660	0.03527075238
661	0.03518363155
662	0.03509780405
663	0.03499478951
664	0.0349350997
665	0.03486294322
666	0.03479145027
667	0.03469226532
668	0.03457952056
669	0.03446731523
670	0.03439497479
671	0.03434332222
672	0.03425074721
673	0.03414937783
674	0.03405463152
675	0.03396063542
676	0.03388512191
677	0.03378202756
678	0.03367771425
679	0.03361826571
680	0.03356410769
681	0.03346022981
682	0.03338725338
683	0.0333370867
684	0.03325653231
685	0.03316319604
686	0.03309878747
687	0.03301606395
688	0.0329403127
689	0.0328832784
690	0.03279257332
691	0.03268465204
692	0.03260061687
693	0.03253827551
694	0.03245154935
695	0.03239612874
696	0.03231242534
697	0.03224807783
698	0.03216783153
699	0.03208780412
700	0.03204115348
701	0.03197203843
702	0.03190032522
703	0.03182382938
704	0.03172789768
705	0.03162928294
706	0.03155972409
707	0.03147878601
708	0.03141407925
709	0.03135074262
710	0.03125410473
711	0.03117881562
712	0.03107946953
713	0.03103271901
714	0.03095373024
715	0.03089833763
716	0.03083525927
717	0.03075828366
718	0.03068635418
719	0.03061279154
720	0.03054295744
721	0.03046579397
722	0.03037643756
723	0.03031540775
724	0.03024576087
725	0.03016502678
726	0.0301084565
727	0.03004035894
728	0.02995553975
729	0.02988949408
730	0.02983831523
731	0.0297844512
732	0.02972697696
733	0.02967900946
734	0.02960980098
735	0.0295384119
736	0.02946174895
737	0.02940003625
738	0.02932604944
739	0.0292596688
740	0.02919351638
741	0.0291371421
742	0.02907247165
743	0.02901040803
744	0.02894474895
745	0.02887213162
746	0.02882285246
747	0.0287733768
748	0.02871137574
749	0.02865026763
750	0.02859956241
751	0.02854830854
752	0.02847907453
753	0.02842482492
754	0.02836665007
755	0.02829832719
756	0.02823868375
757	0.02819490366
758	0.02813424088
759	0.0280816232
760	0.02801454464
761	0.02795263064
762	0.0279095061
763	0.02785100455
764	0.02779957274
765	0.02775041562
766	0.02768552605
767	0.02762094501
768	0.02755966083
769	0.02747631562
770	0.02741554552
771	0.02736143305
772	0.0272796432
773	0.02721710844
774	0.02715776219
775	0.0270965998
776	0.02702745998
777	0.02697189581
778	0.02689556473
779	0.02684424425
780	0.02679071737
781	0.02673624882
782	0.0266695048
783	0.02661631708
784	0.02656432503
785	0.02651510635
786	0.02646577138
787	0.02641464242
788	0.02635800769
789	0.02631454414
790	0.02625769762
791	0.02620240779
792	0.02615130333
793	0.02609737592
794	0.02605665369
795	0.02601817408
796	0.02597618905
797	0.02593407725
798	0.02588721327
799	0.02583107717
800	0.02577585838
801	0.02573019759
802	0.02567627299
803	0.02563460066
804	0.02557030663
805	0.02551644491
806	0.02547138129
807	0.02541930386
808	0.02536775842
809	0.02530913561
810	0.02525024241
811	0.0252106987
812	0.02517133389
813	0.02512371989
814	0.02507163519
815	0.02501418183
816	0.02495320833
817	0.02490190446
818	0.02484983626
819	0.0248095188
820	0.02476384127
821	0.02470794712
822	0.02466191894
823	0.02461830731
824	0.02453573312
825	0.02448565983
826	0.02444662082
827	0.0244057932
828	0.0243564878
829	0.02430243515
830	0.02426556191
831	0.02421181884
832	0.02417512808
833	0.02413159375
834	0.0240898603
835	0.02404183051
836	0.02400115992
837	0.02395440745
838	0.02391656645
839	0.02387680505
840	0.02383550598
841	0.02380044527
842	0.0237574724
843	0.02371125942
844	0.02366574293
845	0.02362679642
846	0.02358125223
847	0.02353725455
848	0.02349360468
849	0.02345948267
850	0.02340957705
851	0.02336601162
852	0.0233259357
853	0.02328307468
854	0.02323856815
855	0.02318388726
856	0.0231422209
857	0.0230965384
858	0.02305335649
859	0.02301244153
860	0.02297080445
861	0.02292270604
862	0.02288361976
863	0.02285039972
864	0.02279793904
865	0.02275056595
866	0.02271146329
867	0.02267296237
868	0.02262162303
869	0.02258539795
870	0.02255315634
871	0.02251300307
872	0.02247518892
873	0.02244349635
874	0.02239747773
875	0.02234708599
876	0.0223086706
877	0.02226817568
878	0.02222889953
879	0.02219162209
880	0.02215488495
881	0.02211030972
882	0.02207375044
883	0.02204344121
884	0.02199959169
885	0.0219690079
886	0.02192076805
887	0.0218868045
888	0.02184773455
889	0.02180438333
890	0.02176720005
891	0.02172454925
892	0.02168747783
893	0.0216421465
894	0.02159324508
895	0.02155684211
896	0.02151083433
897	0.02147805673
898	0.02144284791
899	0.02140678766
900	0.02137133917
901	0.02133670835
902	0.02130196029
903	0.02126549421
904	0.02123722477
905	0.02120146364
906	0.02116938642
907	0.02113355099
908	0.02109988862
909	0.02107101624
910	0.02103567788
911	0.02100462931
912	0.02096389178
913	0.02092940552
914	0.02089230767
915	0.02085733153
916	0.02082399134
917	0.02079122673
918	0.02075149753
919	0.02072415039
920	0.0206941761
921	0.02065503245
922	0.02062130774
923	0.02058802164
924	0.02056114553
925	0.02052616841
926	0.02048143993
927	0.02044961541
928	0.02040802447
929	0.02038130813
930	0.02035425915
931	0.02032136162
932	0.02028329533
933	0.02024992532
934	0.020221627
935	0.02018920127
936	0.02015689221
937	0.02011655606
938	0.02007945629
939	0.02003701039
940	0.02000623695
941	0.01997242407
942	0.01994062204
943	0.01990564234
944	0.01987448165
945	0.01983525197
946	0.01980096215
947	0.01976726751
948	0.0197350693
949	0.0197004313
950	0.01967481571
951	0.0196438506
952	0.01961340344
953	0.01957395004
954	0.01954456791
955	0.01951432005
956	0.01948985758
957	0.01945944268
958	0.01943044793
959	0.01939286372
960	0.01936130888
961	0.0193285441
962	0.01930579866
963	0.01927032983
964	0.01924424715
965	0.0192148699
966	0.0191824075
967	0.01915360395
968	0.01912408587
969	0.01909209673
970	0.01906065858
971	0.01903263113
972	0.01899660776
973	0.01897113503
974	0.01893675707
975	0.01891276016
976	0.01888763472
977	0.01885981831
978	0.01883143889
979	0.01880251608
980	0.01877810391
981	0.01875081432
982	0.018716313
983	0.01868206016
984	0.01865829724
985	0.01862479552
986	0.01860190036
987	0.01857220579
988	0.01853506037
989	0.01850124674
990	0.01846327285
991	0.01843989612
992	0.01841696023
993	0.01839403314
994	0.01836046473
995	0.01832408826
996	0.01829087066
997	0.01826854147
998	0.01823644415
999	0.01820886865
